,City,ID,Latitude,Longitude,Max Temp,Humidity,Wind Speed,Cloudiness
68,Belfast,2655984,54.5833,-5.9333,37.99,93,3.44,75
71,Whitehorse,6180550,60.7161,-135.0538,26.6,86,11.5,90
75,Sakata,1853140,38.9167,139.855,39.2,87,16.11,75
76,Egvekinot,4031742,66.3167,-179.1667,-11.31,87,13.8,100
77,Halifax,6324729,44.6453,-63.5724,32.0,86,3.0,38
78,Grindavik,3416888,63.8424,-22.4338,39.2,81,40.29,90
80,Kodarmā,1266414,24.4667,85.6,44.46,65,3.94,0
83,Jamestown,5122534,42.097,-79.2353,28.0,93,9.22,90
84,Portree,2640006,57.4129,-6.1942,36.0,78,8.01,100
85,Ilulissat,3423146,69.2167,-51.1,17.6,79,4.61,40
88,Laguna,5364271,38.421,-121.4238,57.2,62,5.75,90
89,Lompoc,5367788,34.6391,-120.4579,55.4,82,8.05,1
90,Longyearbyen,2729907,78.2186,15.6401,26.6,74,12.66,75
93,Severo-Kuril'sk,2121385,50.6789,156.125,20.08,87,5.39,67
95,Tiksi,2015306,71.6872,128.8694,-37.55,81,6.04,35
96,Barrow,5880054,71.2906,-156.7887,-2.2,78,25.32,20
97,Ribeira Grande,3372707,38.5167,-28.7,61.02,83,6.64,10
102,Provideniya,4031574,64.3833,-173.3,-2.2,71,8.95,75
103,Dodge City,5445298,37.7528,-100.0171,44.6,26,5.75,1
104,Otradnoye,513898,59.7775,30.8181,7.0,85,20.13,75
105,Huntington,4809537,38.4193,-82.4452,33.8,60,4.74,1
106,Listvyanskiy,1500468,54.4399,83.4984,-4.56,89,7.87,100
108,Hong Kong,1819729,22.2855,114.1577,54.0,47,6.13,0
109,Forsytheganj,10722858,52.6333,29.7333,25.83,98,11.3,97
110,Portland,5746545,45.5234,-122.6762,57.99,88,10.36,90
111,Bloomingdale,4148207,27.8936,-82.2404,57.0,76,5.75,40
112,Shimoda,1852357,34.6667,138.95,46.4,76,6.91,40
113,Chul'man,2025261,56.8479,124.9104,-29.72,83,1.32,100
115,Khatanga,2022572,71.9667,102.5,-20.94,87,5.48,100
117,Puerto Carreño,3671519,6.189,-67.4859,78.58,69,12.53,39
118,Amapá,3407762,1.0,-52.0,72.93,96,3.22,77
119,The Valley,3573374,18.217,-63.0578,78.01,83,12.66,75
121,Naze,1855540,28.3667,129.4833,55.4,58,4.61,75
122,Olafsvik,3414079,64.8945,-23.7142,35.29,87,25.01,100
124,La Orilla,4001056,17.9833,-102.2333,74.86,72,2.42,0
126,Sørland,3137469,67.667,12.6934,34.12,84,19.57,100
127,Chetumal,3531023,18.5,-88.3,77.0,83,6.46,75
128,Torbay,6167817,47.6666,-52.7314,30.99,93,9.22,90
130,Cherskiy,2126199,68.75,161.3,-30.23,80,2.3,0
131,Köthen,2885237,51.75,11.9667,35.01,89,3.0,27
134,Hilo,5855927,19.7297,-155.09,78.8,65,4.61,90
135,Bonthe,2409914,7.5264,-12.505,78.33,87,7.54,0
139,Nioro,2412408,13.35,-15.75,74.07,20,10.76,0
140,Norman Wells,6089245,65.282,-126.8329,-11.2,84,3.44,90
141,Severodvinsk,496285,64.5635,39.8302,-18.4,76,4.47,20
142,Cabo San Lucas,3985710,22.8909,-109.9124,69.8,46,10.36,75
148,Jishou,1805270,28.3167,109.7167,43.63,60,1.5,0
149,Bonavista,5905393,48.6499,-53.1147,30.0,86,1.14,100
150,Clyde River,5924351,70.4692,-68.5914,-4.0,84,5.75,90
151,Westport,4845585,41.1415,-73.3579,37.4,60,3.44,20
152,Zhezkazgan,1516589,47.8043,67.7144,-0.63,92,6.24,0
153,Altayskoye,1511736,51.9533,85.3325,16.61,93,3.89,100
154,Agirish,1512101,61.9247,63.0231,-12.98,86,3.49,0
155,Keti Bandar,1174451,24.1447,67.4497,61.56,56,7.58,0
156,Oktyabr'skoye,515805,43.0645,44.7417,32.0,100,11.18,100
159,Cabral,3510885,18.25,-71.2167,72.1,69,3.31,64
160,La Grande,5735537,45.3246,-118.0877,39.0,85,5.99,100
161,Kattivākkam,1267433,13.2167,80.3167,77.0,94,11.83,40
162,Ambikāpur,1278827,23.1167,83.2,46.17,55,1.92,4
164,Chokurdakh,2126123,70.6333,147.9167,-38.42,83,1.95,6
165,Dengzhou,1812988,37.8086,120.7508,35.46,80,11.27,0
167,Ust-Kuyga,2013921,70.0167,135.6,-42.66,73,4.07,0
170,Atar,2381334,20.5169,-13.0499,58.17,36,11.01,0
172,Orange Cove,5379533,36.6244,-119.3137,57.2,72,2.55,75
175,Tasiilaq,3424607,65.6145,-37.6368,30.2,80,41.43,90
176,Terney,2015352,45.0503,136.6092,20.43,88,4.63,100
177,Basco,1726449,20.4487,121.9702,67.48,79,27.34,100
178,Zyryanka,2119283,65.75,150.85,-34.83,82,5.1,100
179,Butaritari,2110227,3.0707,172.7902,81.34,80,19.77,83
180,Palmer,4946620,42.1584,-72.3287,33.8,64,2.39,90
182,Puruarán,3991218,19.1,-101.5333,69.8,37,6.91,75
187,Marsh Harbour,3571913,26.5412,-77.0636,75.15,70,3.02,100
188,Seymchan,2121373,62.8833,152.4333,-28.25,83,0.34,98
189,Kapoeta,372884,4.7717,33.5903,80.26,30,8.66,1
190,Iqaluit,5983720,63.7506,-68.5145,3.2,72,14.97,75
191,Raahe,640276,64.6833,24.4833,-2.0,71,17.27,0
193,Mezen',527321,65.8522,44.24,-12.3,87,2.84,50
196,Nador,2541479,35.174,-2.9287,44.6,87,2.3,0
197,Valle de Allende,3980627,26.9333,-105.4,42.94,58,7.07,0
199,Muros,3115824,42.7762,-9.0603,35.01,94,4.65,7
200,Kumul,1529484,42.8,93.45,16.07,80,6.58,44
202,Tabuk,1684803,17.4189,121.4443,68.74,83,4.47,100
203,Warrington,2634739,53.3925,-2.5802,35.6,87,3.44,100
204,Waddān,2209055,29.1614,16.139,53.4,54,16.15,100
207,Naguilian,1698595,17.0231,121.837,67.14,93,2.53,100
208,Berlevåg,780687,70.8578,29.0864,13.19,89,28.92,99
209,Kidal,2455290,18.4411,1.4078,68.32,22,8.66,100
212,Sur,286245,22.5667,59.5289,64.02,59,6.69,30
213,Celestún,3531368,20.8667,-90.4,72.45,84,16.62,100
216,Kärdla,591632,58.9978,22.7492,28.99,92,8.01,100
218,Kamenka,553766,51.3223,42.7678,14.0,92,7.74,100
220,Yar-Sale,1486321,66.8333,70.8333,3.97,91,14.52,89
221,Hamilton,4513583,39.1834,-84.5333,33.01,74,10.36,1
222,Krasnoarmeysk,542464,51.0239,45.6969,10.06,96,4.36,100
223,Sabha,2212775,27.0377,14.4283,53.69,40,11.07,100
225,Stornoway,2636790,58.2093,-6.3865,32.0,86,3.04,100
226,Idaho Falls,5596475,43.4666,-112.0341,28.99,74,1.88,90
228,Séguéla,2596934,7.9611,-6.6731,76.46,65,7.36,0
230,Xining,1788852,36.6167,101.7667,12.31,61,2.86,0
231,Ponta do Sol,2264557,32.6667,-17.1,59.0,55,8.05,75
232,Leningradskiy,2123814,69.3833,178.4167,-17.34,87,18.01,100
234,Naryan-Mar,523392,67.6713,53.087,-8.64,80,8.9,0
235,Monrovia,2274895,6.3005,-10.7969,75.2,94,8.77,40
236,Saint George,5546220,37.1041,-113.5841,46.4,23,3.44,1
238,Aksha,2028028,50.2814,113.2867,-10.01,79,8.52,0
242,Raudeberg,3146487,61.9875,5.1352,35.01,80,31.47,98
244,La Ronge,6050066,55.1001,-105.2842,28.4,74,4.61,5
248,Upernavik,3418910,72.7868,-56.1549,15.48,95,12.1,100
250,Fort Nelson,5955902,58.8053,-122.7002,21.2,93,3.44,75
251,Mazara del Vallo,6541759,37.6641,12.588,51.8,58,17.27,20
252,Bethel,5282297,41.3712,-73.414,32.0,74,2.46,1
254,Assiniboia,5887798,49.6334,-105.9845,32.0,64,3.44,100
255,São Filipe,3374210,14.8961,-24.4956,70.75,74,12.03,18
259,Parksville,6098642,49.3163,-124.3195,50.0,85,13.8,100
262,Oussouye,2246901,12.485,-16.5469,71.6,88,6.91,0
263,Nizwá,286987,22.9333,57.5333,49.08,55,1.54,0
265,Mandera,187896,3.9366,41.867,75.72,28,7.18,0
266,Beringovskiy,2126710,63.05,179.3167,-16.55,85,12.08,98
268,Myitkyina,1307741,25.3833,97.4,56.3,78,2.51,0
269,Port Hardy,6111862,50.6996,-127.4199,44.6,93,4.61,90
270,Sitka,5557293,57.0531,-135.33,39.2,81,21.85,90
271,Pattaya,1614295,12.9333,100.8833,73.0,55,5.75,14
273,Dalaba,2422383,10.7,-12.25,61.5,32,1.41,0
274,Lovozero,533933,68.005,35.0117,-1.53,90,5.73,1
276,Alekseyevsk,2022083,57.8406,108.3492,-27.51,82,3.98,99
277,Narsaq,3421719,60.9167,-46.05,37.4,60,3.44,75
278,Kemijärvi,653272,66.7131,27.4306,-2.47,87,8.79,6
279,Kiryat Gat,293842,31.61,34.7642,69.01,39,4.0,100
281,Jumla,1283285,29.2747,82.1838,37.45,39,3.65,15
282,Porto-Novo,2392087,6.4965,2.6036,80.6,89,11.5,20
283,Rafrāf,2467813,37.1904,10.1837,55.4,58,19.57,40
285,Batagay-Alyta,2027042,67.8006,130.4114,-41.01,71,1.61,32
287,Zhanakorgan,1517323,43.9098,67.2495,24.51,98,2.06,87
289,Sakakah,102527,29.9697,40.2064,44.6,65,6.91,0
290,Rongcheng,1797117,30.634,117.8517,42.48,61,5.19,0
291,Nefteyugansk,1497917,61.0998,72.6035,-0.4,85,8.95,75
292,Camacha,2270385,33.0833,-16.3333,55.4,62,6.91,20
293,Superior,5275191,46.7208,-92.1041,28.0,80,6.91,1
294,Jalu,86049,29.0331,21.5482,57.18,67,12.71,100
296,Bud,4255151,39.447,-86.1758,34.0,80,5.75,1
297,Mt. Pleasant,4588165,32.7941,-79.8626,51.8,87,6.64,90
298,Yamethin,1285899,20.4333,96.15,66.81,84,7.52,20
299,Atherton,2656847,53.5237,-2.4935,35.01,82,2.53,100
302,Klaksvík,2618795,62.2266,-6.589,28.4,86,9.33,75
303,Sémbé,2255304,1.6481,14.5806,73.2,81,4.5,82
304,Marzuq,72181,14.4,46.4667,48.78,50,3.94,0
305,Tonj,365763,7.2737,28.6822,70.16,23,4.97,10
307,Cam Ranh,1586350,11.9214,109.1591,71.6,64,12.66,75
308,George Town,1735106,5.4112,100.3354,78.01,83,7.31,20
310,Albemarle,4452303,35.3501,-80.2001,44.01,93,1.72,1
311,Acapulco de Juárez,3533462,16.8634,-99.8901,82.4,69,5.75,40
312,Cervo,3125287,43.6702,-7.4101,48.0,85,1.01,17
313,Korla,1529376,41.7597,86.1469,15.98,87,2.21,100
314,Nong Bua,1608286,15.8646,100.5858,63.0,68,0.11,55
315,Muroto-misakicho,1856392,33.2833,134.15,37.4,75,6.91,20
316,Nālūt,2214432,30.3333,10.85,45.34,57,7.4,70
317,Ruidoso,5488598,33.3317,-105.673,37.4,17,8.05,1
319,Kudahuvadhoo,1337607,2.6708,72.8944,82.11,77,18.23,40
320,Arrondissement de Nevers,2990473,46.9167,3.3333,48.2,100,12.66,90
321,Puerto del Rosario,2512186,28.5004,-13.8627,60.8,67,17.27,20
324,Saskylakh,2017155,71.9167,114.0833,-30.46,83,5.53,68
327,Woodward,4556050,36.4337,-99.3904,46.0,45,6.91,1
328,Phonhong,1655124,18.5007,102.4166,51.8,93,2.3,75
329,Talnakh,1490256,69.4865,88.3972,-7.08,90,9.66,100
330,Tabou,2281120,4.423,-7.3528,78.1,87,8.63,1
331,Mahon,2514301,39.8885,4.2658,44.6,81,8.05,0
333,Pacific Grove,5380437,36.6177,-121.9166,57.99,79,1.01,100
336,Chernyshevskiy,2025456,63.0128,112.4714,-29.18,85,7.05,100
338,Troitsko-Pechorsk,481548,62.7084,56.1964,-14.28,84,2.86,100
341,Tongzi,1799686,28.7829,105.0877,40.23,71,1.05,0
342,Vyshchetarasivka,688663,47.5685,34.881,31.32,98,22.19,100
344,Kavaratti,1267390,10.5669,72.642,79.99,64,11.54,100
346,Dhidhdhoo,1337612,6.8833,73.1,78.51,84,15.73,100
347,Fukuechō,1863997,32.6881,128.8419,42.8,81,1.14,75
348,Laramie,5830062,41.3114,-105.5911,36.0,37,18.41,1
349,Okitipupa,2352110,6.5047,4.7839,74.86,97,1.9,0
350,Urengoy,1488414,65.9667,78.3667,4.37,94,13.56,99
351,Tezu,1254709,27.9167,96.1667,58.14,63,2.17,54
352,Mogzon,2019884,51.7435,111.9606,-22.94,85,4.81,9
353,Kuandian,2036283,40.7286,124.7847,21.83,96,2.62,100
354,Maple Creek,6065592,49.9168,-109.4848,46.4,46,23.02,100
356,Margate,2643044,51.3813,1.3862,37.0,83,1.99,74
357,Skibbereen,2961459,51.55,-9.2667,48.2,100,10.36,75
358,Maridi,370457,4.9158,29.4742,74.41,30,2.24,38
359,Asău,686090,46.4333,26.4,30.2,100,9.22,90
360,Lafiagi,2332504,8.8667,5.4167,75.52,19,3.67,0
362,Bathsheba,3374083,13.2167,-59.5167,78.8,69,18.41,20
364,Elizabeth City,4465088,36.2946,-76.2511,42.8,87,3.96,1
365,Gao,2457161,16.6362,1.637,71.74,19,10.54,82
368,Marfino,529368,55.7028,37.3822,14.0,92,6.71,90
369,Kedrovyy,1538641,56.1667,91.8167,-14.8,84,2.24,0
371,Slamannan,2637670,55.9373,-3.8331,37.0,92,2.42,100
372,Ati,2436400,13.2154,18.3353,68.18,22,10.98,0
373,Dudinka,1507116,69.4058,86.1778,14.77,96,11.54,100
374,Hasaki,2112802,35.7333,140.8333,41.0,70,4.61,20
375,Moa,3546791,20.6569,-74.9403,75.38,82,9.46,58
376,Pangnirtung,6096551,66.1451,-65.7125,-3.98,86,4.25,84
377,Matagami,6067747,49.7502,-77.6328,28.4,93,8.05,90
378,Vila Franca do Campo,3372472,37.7167,-25.4333,59.0,94,12.66,40
380,Sühbaatar,2029156,50.2314,106.2078,-12.82,85,1.32,27
381,Bilma,2446796,18.6853,12.9164,60.91,29,0.85,0
383,Saint-Louis,2246451,16.3333,-15.0,71.6,46,2.3,0
385,Williams Lake,6182212,52.1415,-122.1445,39.2,75,5.75,75
386,Leova,617904,46.4786,28.2553,30.63,93,6.62,100
387,Aginskoye,2028078,51.1,114.53,-11.18,82,14.94,30
388,Ulaangom,1515029,49.9811,92.0667,-14.39,86,0.4,98
389,Boralday,1526384,43.3578,76.8594,24.8,100,8.95,90
390,Aykhal,2027296,66.0,111.5,-27.09,83,5.14,93
391,Agadez,2448083,19.75,10.25,61.3,28,1.59,0
394,Iranshahr,1160939,27.2025,60.6848,42.8,12,6.91,0
396,Sainte-Maxime,6445060,43.3,6.6333,53.01,66,11.5,41
397,Sadovoye,499535,47.7764,44.5089,28.72,93,16.78,100
398,Darhan,2031964,49.4867,105.9228,-7.47,85,4.56,100
400,Berezanka,712387,46.8526,31.388,28.06,98,16.91,100
401,Wang Saphung,1605102,17.301,101.7685,57.0,93,3.18,0
402,Terrace,6162949,54.5163,-128.6035,35.6,93,18.41,40
403,Corn Island,3620266,12.1694,-83.0418,80.71,80,19.01,100
404,Bandar,1215498,2.05,99.75,74.16,91,3.76,96
405,Aktau,610612,43.65,51.2,32.0,80,15.66,0
406,Harper,2276492,4.375,-7.7169,78.58,85,9.31,3
410,Jacqueville,2287778,5.2052,-4.4146,80.6,94,9.22,20
411,Tuy Hoa,1563281,13.0833,109.3,63.9,81,8.37,95
412,Örnsköldsvik,2686469,63.2909,18.7153,23.0,100,10.36,90
413,Mogadishu,53654,2.0371,45.3438,75.58,82,19.89,0
414,Rome,5134295,43.2128,-75.4557,30.99,86,3.98,90
415,Saint-Augustin,6137462,51.226,-58.6502,19.45,89,7.87,100
416,Acajutla,3587498,13.5928,-89.8275,80.33,69,6.2,3
417,Province of Mantua,3174050,45.1667,10.7833,28.99,86,4.61,75
418,Lubao,1705441,14.9167,120.55,77.0,69,4.61,75
419,Ko Samui,1154689,9.5357,99.9357,77.85,75,16.98,100
420,Voskresenskoye,471607,56.8381,45.4317,-19.08,87,3.24,0
421,Verkhnyaya Inta,1487332,65.9811,60.3094,-11.67,88,4.16,0
422,Baykit,1510689,61.67,96.37,-29.04,80,1.99,62
423,Liverpool,2644210,53.4106,-2.9779,37.0,87,3.44,100
424,Los Llanos de Aridane,2514651,28.6585,-17.9182,62.6,67,10.36,90
426,Tura,1254046,25.5198,90.2201,53.92,53,1.66,1
427,Hastings,2647356,50.8552,0.5729,36.0,78,1.99,61
428,Turukhansk,1488903,65.8167,87.9833,-4.68,92,11.3,100
430,Matamoros,3996426,25.5333,-103.25,53.6,40,3.0,40
431,Brattvåg,3160310,62.6002,6.4434,32.0,64,23.02,40
432,Lagdo,2229681,9.05,13.7333,67.42,24,1.74,40
433,Sorrento,3166350,40.626,14.3744,50.0,66,10.36,40
436,Davidson,4617305,36.1501,-86.7833,35.6,64,3.53,1
437,Manbij,167357,36.5281,37.9549,48.2,71,5.75,75
438,Sisimiut,3419842,66.9395,-53.6735,16.97,92,7.34,100
439,Srednekolymsk,2121025,67.45,153.6833,-36.44,83,2.42,35
440,Bismarck,5688025,46.8083,-100.7837,42.01,60,4.61,1
441,Derzhavīnsk,1524606,51.1,66.3167,-16.4,88,4.59,0
442,Zeya,2012593,53.75,127.2667,-14.12,82,4.94,100
443,Kahului,5847411,20.8947,-156.47,87.8,45,9.22,20
444,Vardø,777019,70.3705,31.1107,16.03,94,27.72,99
445,Şebinkarahisar,739914,40.2883,38.4236,43.95,69,4.74,100
449,Shenjiamen,1795632,29.9576,122.298,46.17,58,13.58,0
450,Husavik,2629833,66.0449,-17.3389,15.8,73,14.07,0
452,Ucluelet,6171633,48.9329,-125.5528,48.0,93,4.61,90
453,San Quintín,3984997,30.4833,-115.95,61.86,41,11.01,0
454,Udayagiri,1253992,20.1333,84.3833,57.76,73,2.53,2
455,Tazmalt,2477537,36.3868,4.3989,41.29,78,3.51,25
457,Ylöjärvi,630752,61.5563,23.5961,21.0,86,14.97,90
458,Hobyo,57000,5.3505,48.5268,75.65,77,20.38,35
459,Ereymentau,1524302,51.6199,73.1033,-8.84,91,14.76,100
460,Wanning,1791779,18.8003,110.3967,56.39,54,7.43,13
461,Hambantota,1244926,6.1241,81.1185,73.4,100,4.61,75
462,Ayorou,2447416,14.7308,0.9174,72.36,19,8.97,85
463,Iwanai,2129868,42.9744,140.5089,34.34,85,16.78,100
464,Alekseyevka,582956,50.6309,38.6903,19.81,96,13.67,100
465,Mayo,4362001,38.8876,-76.5119,35.6,75,3.02,1
466,Potiskum,2324767,11.7091,11.0694,65.12,25,7.65,0
467,Lárdos,408689,36.0942,28.0157,64.99,82,3.44,75
468,Gornopravdinsk,1506268,60.05,69.9,-22.63,87,4.05,79
469,Talavera de la Reina,2510693,39.9635,-4.8308,30.36,93,2.01,5
471,Sharjah city,292672,25.3573,55.4033,59.0,62,3.44,0
475,Katsuura,2112309,35.1333,140.3,50.0,93,4.61,20
476,Goderich,5962442,43.7501,-81.7165,32.0,86,4.61,100
478,Galle,1246294,6.0367,80.217,75.65,89,13.15,89
481,Khor,2022317,47.8861,134.9464,5.74,94,7.72,100
482,Tuburan,1681079,6.6439,122.2736,82.4,78,4.61,75
483,Shestakovo,2016733,56.4915,103.96,-17.95,85,4.09,100
486,Banepā,1283679,27.6298,85.5214,44.6,93,2.3,75
487,Kashgar,1280849,39.4547,75.9797,14.0,73,4.47,0
488,St. George's,3579925,12.0564,-61.7485,78.8,73,13.8,20
489,Haimen,1809062,23.1935,116.6142,39.2,81,2.24,0
490,Sistranda,3139597,63.7256,8.834,26.6,68,19.57,0
491,Shingū,1847947,33.7333,135.9833,41.0,65,8.05,20
492,Alice Town,3572924,25.7167,-79.3,73.6,80,7.02,100
493,Pāndoh,1260537,31.6833,77.05,49.35,35,5.57,0
496,Gaya,1271439,24.7833,85.0,44.6,100,4.59,0
498,Shar,1519275,49.5886,81.0453,8.76,93,14.79,100
499,Avera,4231997,33.194,-82.5271,46.4,93,4.61,90
501,Caramay,1718517,10.1815,119.236,80.06,72,12.73,83
504,Havelock,4470244,34.8791,-76.9013,45.0,96,4.76,46
505,‘Ewa Beach,5855051,21.3156,-158.0072,82.4,61,13.8,1
506,Pinawa,6104820,50.1489,-95.8811,22.84,97,6.35,8
507,Felanitx,2517750,39.4696,3.1483,46.4,76,2.3,0
508,Broome,5110365,42.2506,-75.833,30.99,74,3.44,90
509,Redwater,4722062,33.3582,-94.2544,44.6,57,2.42,1
511,Mana,3381041,5.6592,-53.7767,76.71,87,10.22,100
513,Gualaco,3609389,15.05,-86.05,73.4,94,2.3,40
515,Varna,726050,43.2167,27.9167,35.6,93,12.66,90
516,Mudkhed,1262651,19.1667,77.5167,65.95,58,3.09,100
519,Kathmandu,1283240,27.7167,85.3167,44.6,93,2.3,75
520,Berdigestyakh,2026861,62.0989,126.6992,-40.11,80,2.95,100
521,Faya,110690,18.3851,42.4509,44.6,65,2.39,0
522,Östersund,2685750,63.1792,14.6357,21.99,92,3.44,90
526,Khorramshahr,127319,30.4397,48.1664,44.6,76,2.3,0
527,Khorinsk,2022304,52.1657,109.7726,-21.46,82,1.66,25
530,Ostrovnoy,556268,68.0531,39.5131,4.57,92,18.12,0
532,Quesnel,6115187,52.9999,-122.5029,41.0,75,4.61,90
533,Tolcsva,714642,48.2833,21.45,28.4,93,8.05,90
534,Lagos,2332453,6.5833,3.75,77.86,90,3.09,0
538,Mackenzie,6063191,55.2999,-123.1698,32.0,93,8.05,75
540,Rancho Palos Verdes,5386035,33.7445,-118.387,62.6,48,13.8,75
541,Maruoka,1857651,36.1534,136.2703,37.4,87,11.5,75
542,Venice,4176380,27.0998,-82.4543,59.0,82,8.05,1
543,Philadelphia,4560349,39.9523,-75.1638,39.0,60,9.22,1
544,Samoded,499025,63.6083,40.5111,-16.22,87,3.58,66
545,Marrakesh,2542997,31.6315,-8.0083,41.0,93,2.3,0
546,San Ignacio,3581194,17.1561,-89.0714,71.6,100,6.91,75
547,Lavrentiya,4031637,65.5833,-171.0,-7.82,87,8.41,96
549,Taoudenni,2450173,22.6783,-3.9836,62.02,29,11.52,100
552,Barela,1277008,23.1,80.05,47.52,50,2.51,48
553,Aksu,1529660,41.1231,80.2644,11.57,76,1.74,2
554,Atbasar,1526038,51.8,68.3333,-9.99,88,7.07,100
555,San Mateo del Mar,3518382,16.2,-95.0,73.26,67,35.95,0
556,Salihorsk,622428,52.7876,27.5415,25.16,98,11.54,85
558,Ous,1495812,60.9058,61.5186,-13.49,86,4.05,61
559,Turaif,101312,31.6725,38.6637,42.8,75,6.91,0
561,Thinadhoo,1337610,0.5333,72.9333,82.06,76,19.53,0
562,Zliten,2208485,32.4674,14.5687,56.66,61,23.15,61
563,Marabu,1738050,4.4148,114.0089,78.8,94,3.44,40
564,Makkah al Mukarramah,104515,21.4267,39.8261,70.02,50,2.3,0
565,Tigzirt,2476660,36.8886,4.1198,51.94,71,10.11,100
566,Mumford,2297810,5.2618,-0.759,79.27,85,12.06,0
567,Arman',2127060,59.7,150.1667,4.21,93,3.89,100
568,Khovd,1516048,48.0056,91.6419,15.82,83,7.96,19
569,Batken,1463580,39.8333,71.0,26.78,78,8.84,100
570,San Diego,5391811,32.7153,-117.1573,66.99,30,6.91,75
571,Abu Dhabi,292968,24.4667,54.3667,60.8,77,10.69,0
572,Okhotsk,2122605,59.3833,143.3,-11.45,88,5.79,52
573,Maniwaki,6065262,46.3834,-75.966,28.4,86,2.3,94
574,Darnah,87205,32.767,22.6367,58.15,66,21.12,92
575,Arlit,2447513,18.7369,7.3853,69.82,20,8.9,0
578,Manapparai,1263952,10.6,78.4167,73.4,94,6.91,90
579,Rosarito,3988392,32.3333,-117.0333,68.0,14,11.5,75
581,Estelle,4323873,29.8458,-90.1067,42.01,100,5.75,40
582,Måløy,3146487,61.9353,5.1136,35.6,75,18.41,75
583,Zemio,235826,5.0314,25.1361,65.77,37,2.15,68
584,Flin Flon,5954718,54.7682,-101.865,30.2,80,3.44,1
586,Fort-Shevchenko,609906,44.5086,50.263,35.53,81,19.15,80
587,Sabang,1214026,5.8933,95.3214,80.64,79,21.94,100
588,Pochutla,3517970,15.7432,-96.4661,82.4,57,3.27,20
589,Killam,5991888,52.7834,-111.8518,23.0,93,6.91,85
590,Zhangye,1785036,38.9342,100.4517,18.93,67,5.68,0
592,West Bay,3580477,19.3667,-81.4167,78.8,89,6.91,40
